order_date,product,category,quantity,total_sales,unit_price,channel,payment_mode,event_type,store,city,discount
2026-01-01,Pongal,Tiffin,2,168.0,80,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Veg Thali,Thali,3,567.0,180,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Veg Thali,Thali,1,189.0,180,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Veg Thali,Thali,1,189.0,180,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Idli Vada Combo,Tiffin,3,283.5,90,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Masala Dosa,Dosa,1,94.5,90,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Masala Dosa,Dosa,1,94.5,90,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Mini Tiffin Thali,Thali,2,315.0,150,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Masala Dosa,Dosa,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Buttermilk,Beverages,2,56.7,30,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Vada (2pc),Tiffin,1,52.5,50,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Idli (4pc),Tiffin,1,63.0,60,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Filter Coffee,Beverages,1,37.8,40,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Rasgulla (2pc),Desserts,1,73.5,70,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Curd Rice,Rice,2,189.0,90,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Bisi Bele Bath,Rice,2,273.0,130,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Masala Dosa,Dosa,1,94.5,90,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Rava Dosa,Dosa,1,115.5,110,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Curd Rice,Rice,-1,-94.5,90,Swiggy,UPI,Refund,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Sambar Rice,Rice,1,126.0,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Masala Chai,Beverages,1,31.24,35,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Veg Thali,Thali,2,378.0,180,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Plain Dosa,Dosa,1,73.5,70,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Mysore Bonda,Snacks,1,63.0,60,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Veg Thali,Thali,1,189.0,180,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Vada (2pc),Tiffin,1,52.5,50,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Sambar Rice,Rice,1,107.1,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Onion Uttapam,Dosa,3,283.5,100,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Plain Dosa,Dosa,1,73.5,70,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Buttermilk,Beverages,1,31.5,30,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Buttermilk,Beverages,1,26.78,30,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Curd Rice,Rice,1,94.5,90,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Filter Coffee,Beverages,1,42.0,40,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-01,Onion Uttapam,Dosa,1,105.0,100,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Rava Dosa,Dosa,2,231.0,110,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Veg Thali,Thali,3,567.0,180,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Idli Vada Combo,Tiffin,1,94.5,90,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Veg Thali,Thali,1,189.0,180,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Sambar Rice,Rice,2,252.0,120,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Bisi Bele Bath,Rice,1,136.5,130,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Buttermilk,Beverages,3,80.33,30,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Sambar Rice,Rice,2,252.0,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Plain Dosa,Dosa,1,73.5,70,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Rava Dosa,Dosa,2,207.9,110,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Filter Coffee,Beverages,2,84.0,40,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Onion Uttapam,Dosa,1,105.0,100,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Dosa,Dosa,1,85.05,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Chai,Beverages,2,73.5,35,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Idli (4pc),Tiffin,1,63.0,60,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mini Tiffin Thali,Thali,1,157.5,150,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Vada (2pc),Tiffin,1,52.5,50,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Dosa,Dosa,2,170.1,90,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mini Tiffin Thali,Thali,1,157.5,150,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Chai,Beverages,1,31.24,35,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mysore Bonda,Snacks,1,56.7,60,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Chai,Beverages,1,36.75,35,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Plain Dosa,Dosa,1,73.5,70,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Sambar Rice,Rice,1,107.1,120,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Veg Thali,Thali,2,340.2,180,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mini Tiffin Thali,Thali,3,472.5,150,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Onion Uttapam,Dosa,2,210.0,100,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Rasgulla (2pc),Desserts,1,66.15,70,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Chai,Beverages,3,110.25,35,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Bisi Bele Bath,Rice,1,136.5,130,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Idli Vada Combo,Tiffin,1,94.5,90,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Filter Coffee,Beverages,2,84.0,40,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Dosa,Dosa,1,94.5,90,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Dosa,Dosa,1,94.5,90,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Filter Coffee,Beverages,3,126.0,40,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Chai,Beverages,1,36.75,35,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Curd Rice,Rice,2,189.0,90,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Buttermilk,Beverages,1,28.35,30,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Lemon Rice,Rice,2,210.0,100,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Buttermilk,Beverages,1,31.5,30,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mysore Bonda,Snacks,1,56.7,60,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Pongal,Tiffin,1,84.0,80,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Veg Thali,Thali,2,378.0,180,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Filter Coffee,Beverages,3,126.0,40,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Chai,Beverages,2,66.15,35,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Chai,Beverages,2,73.5,35,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mini Tiffin Thali,Thali,1,157.5,150,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Sambar Rice,Rice,2,252.0,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Veg Thali,Thali,1,160.65,180,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Plain Dosa,Dosa,1,73.5,70,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Dosa,Dosa,2,189.0,90,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Medu Vada Chaat,Snacks,1,73.5,70,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mysore Bonda,Snacks,1,63.0,60,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Plain Dosa,Dosa,1,73.5,70,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Idli (4pc),Tiffin,1,63.0,60,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Pongal,Tiffin,3,226.8,80,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Idli (4pc),Tiffin,1,63.0,60,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Vada (2pc),Tiffin,1,47.25,50,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Rasgulla (2pc),Desserts,1,66.15,70,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Rasgulla (2pc),Desserts,1,62.48,70,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Masala Dosa,Dosa,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Filter Coffee,Beverages,1,42.0,40,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Idli (4pc),Tiffin,1,63.0,60,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Filter Coffee,Beverages,1,35.7,40,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Idli (4pc),Tiffin,1,63.0,60,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-02,Mysore Bonda,Snacks,3,189.0,60,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Vada (2pc),Tiffin,1,52.5,50,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli Vada Combo,Tiffin,1,94.5,90,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Curd Rice,Rice,1,94.5,90,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Chai,Beverages,3,110.25,35,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli (4pc),Tiffin,2,126.0,60,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Vada (2pc),Tiffin,1,52.5,50,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Curd Rice,Rice,3,283.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli Vada Combo,Tiffin,1,94.5,90,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Curd Rice,Rice,1,94.5,90,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Medu Vada Chaat,Snacks,2,147.0,70,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Filter Coffee,Beverages,2,71.4,40,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Chai,Beverages,1,36.75,35,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Dosa,Dosa,1,94.5,90,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Veg Thali,Thali,2,378.0,180,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli (4pc),Tiffin,1,63.0,60,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Plain Dosa,Dosa,1,73.5,70,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Filter Coffee,Beverages,3,126.0,40,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Lemon Rice,Rice,2,210.0,100,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Plain Dosa,Dosa,1,73.5,70,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Medu Vada Chaat,Snacks,1,73.5,70,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Veg Thali,Thali,2,378.0,180,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Mysore Bonda,Snacks,2,126.0,60,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Curd Rice,Rice,1,94.5,90,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Filter Coffee,Beverages,1,42.0,40,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Sambar Rice,Rice,1,126.0,120,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Veg Thali,Thali,1,189.0,180,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Chai,Beverages,3,110.25,35,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Dosa,Dosa,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Dosa,Dosa,1,94.5,90,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Filter Coffee,Beverages,1,42.0,40,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Rasgulla (2pc),Desserts,1,73.5,70,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Dosa,Dosa,1,94.5,90,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Filter Coffee,Beverages,1,42.0,40,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Sambar Rice,Rice,2,252.0,120,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Sambar Rice,Rice,1,126.0,120,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Curd Rice,Rice,1,94.5,90,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Veg Thali,Thali,2,378.0,180,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Onion Uttapam,Dosa,3,315.0,100,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Sambar Rice,Rice,1,126.0,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Lemon Rice,Rice,1,105.0,100,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli (4pc),Tiffin,2,126.0,60,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Bisi Bele Bath,Rice,2,273.0,130,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Chai,Beverages,1,36.75,35,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Dosa,Dosa,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Buttermilk,Beverages,2,63.0,30,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Sambar Rice,Rice,2,252.0,120,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Pongal,Tiffin,2,168.0,80,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Onion Uttapam,Dosa,2,210.0,100,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Sambar Rice,Rice,1,126.0,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli (4pc),Tiffin,1,63.0,60,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli (4pc),Tiffin,1,63.0,60,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Mini Tiffin Thali,Thali,1,157.5,150,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli (4pc),Tiffin,1,56.7,60,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Lemon Rice,Rice,1,105.0,100,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Vada (2pc),Tiffin,3,157.5,50,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Plain Dosa,Dosa,1,73.5,70,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Dosa,Dosa,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Rasgulla (2pc),Desserts,1,73.5,70,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Filter Coffee,Beverages,2,84.0,40,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Sambar Rice,Rice,1,126.0,120,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Onion Uttapam,Dosa,1,105.0,100,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Vada (2pc),Tiffin,1,52.5,50,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Rava Dosa,Dosa,1,115.5,110,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Bisi Bele Bath,Rice,1,136.5,130,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Buttermilk,Beverages,2,63.0,30,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Lemon Rice,Rice,1,105.0,100,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Chai,Beverages,2,62.48,35,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Bisi Bele Bath,Rice,3,409.5,130,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli Vada Combo,Tiffin,1,94.5,90,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Plain Dosa,Dosa,1,73.5,70,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Veg Thali,Thali,3,567.0,180,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Plain Dosa,Dosa,1,73.5,70,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Dosa,Dosa,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli Vada Combo,Tiffin,1,80.33,90,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Vada (2pc),Tiffin,1,52.5,50,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Masala Chai,Beverages,1,36.75,35,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Rasgulla (2pc),Desserts,1,73.5,70,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-03,Idli Vada Combo,Tiffin,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Mini Tiffin Thali,Thali,1,157.5,150,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Buttermilk,Beverages,1,31.5,30,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Mini Tiffin Thali,Thali,1,157.5,150,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Vada (2pc),Tiffin,1,52.5,50,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Vada (2pc),Tiffin,3,157.5,50,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Veg Thali,Thali,1,189.0,180,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Vada (2pc),Tiffin,2,105.0,50,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Veg Thali,Thali,2,340.2,180,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Medu Vada Chaat,Snacks,1,73.5,70,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Filter Coffee,Beverages,2,84.0,40,Register,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Mini Tiffin Thali,Thali,2,315.0,150,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Veg Thali,Thali,1,189.0,180,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Idli (4pc),Tiffin,1,63.0,60,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Idli (4pc),Tiffin,3,189.0,60,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Rasgulla (2pc),Desserts,1,73.5,70,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Buttermilk,Beverages,2,53.55,30,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Sambar Rice,Rice,1,126.0,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Filter Coffee,Beverages,3,113.4,40,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Bisi Bele Bath,Rice,1,136.5,130,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Plain Dosa,Dosa,1,73.5,70,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Filter Coffee,Beverages,1,42.0,40,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Masala Dosa,Dosa,2,189.0,90,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Masala Dosa,Dosa,1,94.5,90,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Veg Thali,Thali,3,567.0,180,Register,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Vada (2pc),Tiffin,2,94.5,50,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Filter Coffee,Beverages,1,42.0,40,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Sambar Rice,Rice,2,252.0,120,Swiggy,Card,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Buttermilk,Beverages,2,63.0,30,Register,Cash,Payment,Saravana Bhavan Corner,Chennai,0.0
2026-01-04,Idli Vada Combo,Tiffin,1,94.5,90,Swiggy,UPI,Payment,Saravana Bhavan Corner,Chennai,0.0
